Unnamed: 0,datetime,datetimeEpoch,tempmax,humidity,windspeed,cloudcover,description
86.0,2010-03-28,1269714600.0,35.1,73.2,20.5,44.4,Partly cloudy throughout the day.
87.0,2010-03-29,1269801000.0,36.1,74.7,25.9,41.4,Partly cloudy throughout the day.
88.0,2010-03-30,1269887400.0,36.1,73.0,25.9,24.5,Partly cloudy throughout the day.
89.0,2010-03-31,1269973800.0,37.1,73.2,24.1,26.6,Partly cloudy throughout the day.
90.0,2010-04-01,1270060200.0,36.1,74.8,22.3,10.7,Clear conditions throughout the day.
91.0,2010-04-02,1270146600.0,37.1,71.0,24.1,33.5,Clearing in the afternoon.
92.0,2010-04-03,1270233000.0,35.1,76.7,25.9,27.7,Partly cloudy throughout the day.
93.0,2010-04-04,1270319400.0,34.4,71.3,20.5,39.0,Partly cloudy throughout the day.
94.0,2010-04-05,1270405800.0,35.1,77.0,20.5,37.1,Partly cloudy throughout the day.
95.0,2010-04-06,1270492200.0,34.4,69.0,21.6,85.2,Partly cloudy throughout the day.
96.0,2010-04-07,1270578600.0,34.7,69.9,22.7,82.8,Partly cloudy throughout the day.
97.0,2010-04-08,1270665000.0,33.7,73.5,17.6,77.1,Partly cloudy throughout the day.
98.0,2010-04-09,1270751400.0,35.1,71.9,24.1,57.4,Partly cloudy throughout the day.
99.0,2010-04-10,1270837800.0,36.1,68.7,22.0,69.3,Partly cloudy throughout the day.
100.0,2010-04-11,1270924200.0,36.4,66.8,24.8,50.6,Partly cloudy throughout the day.
101.0,2010-04-12,1271010600.0,35.6,68.4,24.1,64.5,Partly cloudy throughout the day.
102.0,2010-04-13,1271097000.0,35.9,73.6,25.9,49.6,Partly cloudy throughout the day.
103.0,2010-04-14,1271183400.0,36.1,75.4,25.9,36.4,Partly cloudy throughout the day.
104.0,2010-04-15,1271269800.0,34.1,80.1,22.3,54.8,Partly cloudy throughout the day.
105.0,2010-04-16,1271356200.0,35.1,73.4,24.1,46.2,Partly cloudy throughout the day.
106.0,2010-04-17,1271442600.0,36.1,75.8,27.7,40.4,Partly cloudy throughout the day.
107.0,2010-04-18,1271529000.0,36.1,74.9,25.9,56.3,Partly cloudy throughout the day.
108.0,2010-04-19,1271615400.0,37.1,71.5,25.9,48.3,Partly cloudy throughout the day.
109.0,2010-04-20,1271701800.0,37.1,73.7,25.9,40.5,Partly cloudy throughout the day.
110.0,2010-04-21,1271788200.0,36.1,71.8,25.9,48.7,Partly cloudy throughout the day.
111.0,2010-04-22,1271874600.0,36.1,70.5,25.9,48.3,Partly cloudy throughout the day.
112.0,2010-04-23,1271961000.0,35.5,74.3,25.9,45.4,Partly cloudy throughout the day.
113.0,2010-04-24,1272047400.0,35.1,74.1,25.9,39.4,Partly cloudy throughout the day.
114.0,2010-04-25,1272133800.0,36.1,72.8,27.7,45.5,Partly cloudy throughout the day.
115.0,2010-04-26,1272220200.0,35.1,74.5,25.9,48.1,Partly cloudy throughout the day.
116.0,2010-04-27,1272306600.0,36.1,75.8,25.9,52.9,Partly cloudy throughout the day.
117.0,2010-04-28,1272393000.0,35.1,74.1,24.1,52.5,Partly cloudy throughout the day.
118.0,2010-04-29,1272479400.0,35.1,73.7,24.1,42.5,Clearing in the afternoon.
119.0,2010-04-30,1272565800.0,35.1,75.5,27.7,56.4,Partly cloudy throughout the day with late afternoon rain.
120.0,2010-05-01,1272652200.0,33.1,76.8,16.6,78.6,Partly cloudy throughout the day with rain in the morning and afternoon.
121.0,2010-05-02,1272738600.0,34.1,77.0,20.5,44.0,Partly cloudy throughout the day.
122.0,2010-05-03,1272825000.0,35.1,76.4,22.3,62.9,Partly cloudy throughout the day.
123.0,2010-05-04,1272911400.0,36.1,75.2,24.1,57.7,Partly cloudy throughout the day.
124.0,2010-05-05,1272997800.0,36.1,70.6,24.1,50.7,Partly cloudy throughout the day with early morning rain.
125.0,2010-05-06,1273084200.0,37.1,77.3,27.7,41.6,Partly cloudy throughout the day.
126.0,2010-05-07,1273170600.0,36.1,76.1,22.3,37.5,Partly cloudy throughout the day.
127.0,2010-05-08,1273257000.0,36.1,75.5,22.3,24.2,Partly cloudy throughout the day.
128.0,2010-05-09,1273343400.0,36.1,73.4,24.1,45.8,Partly cloudy throughout the day.
129.0,2010-05-10,1273429800.0,38.1,70.2,22.3,55.0,Partly cloudy throughout the day.
130.0,2010-05-11,1273516200.0,38.1,73.8,24.1,44.8,Partly cloudy throughout the day.
131.0,2010-05-12,1273602600.0,37.1,73.2,25.9,44.0,Partly cloudy throughout the day.
132.0,2010-05-13,1273689000.0,38.1,73.1,25.9,37.5,Partly cloudy throughout the day.
133.0,2010-05-14,1273775400.0,37.1,75.2,27.7,43.8,Partly cloudy throughout the day.
134.0,2010-05-15,1273861800.0,36.1,76.8,22.3,42.5,Partly cloudy throughout the day.
135.0,2010-05-16,1273948200.0,39.1,72.4,24.1,49.9,Partly cloudy throughout the day with morning rain.
136.0,2010-05-17,1274034600.0,37.1,75.7,24.1,66.9,Partly cloudy throughout the day with rain in the morning and afternoon.
137.0,2010-05-18,1274121000.0,35.1,77.9,25.6,78.7,Partly cloudy throughout the day with late afternoon rain.
138.0,2010-05-19,1274207400.0,33.1,86.7,33.5,94.2,Cloudy skies throughout the day with rain.
139.0,2010-05-20,1274293800.0,31.2,76.6,31.3,90.3,Cloudy skies throughout the day with morning rain.
140.0,2010-05-21,1274380200.0,36.1,72.0,25.9,68.2,Partly cloudy throughout the day.
141.0,2010-05-22,1274466600.0,36.1,73.3,24.1,42.2,Partly cloudy throughout the day.
142.0,2010-05-23,1274553000.0,39.1,74.1,24.1,48.3,Partly cloudy throughout the day.
143.0,2010-05-24,1274639400.0,38.1,69.8,25.9,48.3,Partly cloudy throughout the day.
144.0,2010-05-25,1274725800.0,39.1,71.4,22.3,31.2,Partly cloudy throughout the day.
145.0,2010-05-26,1274812200.0,40.1,62.1,25.9,50.0,Partly cloudy throughout the day.
146.0,2010-05-27,1274898600.0,40.1,61.5,27.7,28.9,Partly cloudy throughout the day.
147.0,2010-05-28,1274985000.0,40.1,68.9,22.3,37.2,Partly cloudy throughout the day.
148.0,2010-05-29,1275071400.0,40.1,64.8,22.3,32.1,Partly cloudy throughout the day.
149.0,2010-05-30,1275157800.0,38.1,61.7,24.1,28.8,Partly cloudy throughout the day.
150.0,2010-05-31,1275244200.0,39.1,62.9,28.8,47.5,Partly cloudy throughout the day.
151.0,2010-06-01,1275330600.0,38.1,61.8,24.1,43.8,Partly cloudy throughout the day.
152.0,2010-06-02,1275417000.0,36.1,66.3,18.4,34.9,Partly cloudy throughout the day.
153.0,2010-06-03,1275503400.0,39.1,65.5,20.5,32.5,Partly cloudy throughout the day.
154.0,2010-06-04,1275589800.0,39.1,68.2,22.3,38.2,Partly cloudy throughout the day.
155.0,2010-06-05,1275676200.0,37.1,64.9,33.8,70.8,Partly cloudy throughout the day with morning rain.
